dataset,HNs,HEs,pins,avgHEsize,sdHEsize,sd/avg,minHEsize,maxHEsize,avgHNdegree,sdHNdegree,minHnDegree,maxHnDegree,best_matching_pattern,best_merging_pattern,best_construction_pattern
torso,259156,259156,4429042,17.0903,4.39231,0.257006021,7,22,17.0903,3.49779,6,21,P3,P1,P2
Trec,15905,3159,2872265,909.232,352.377,0.387554552,6,1837,180.589,309.254,0,2500,P3,P3,P2b
Trefe,20000,20000,554466,27.7233,1.17403,0.042348133,16,29,27.7233,1.17403,16,29,P1,P1,P3
TSOPF,30798,30798,1801300,58.4876,428.059,7.318799198,1,15054,58.4876,428.059,1,15054,P3,P3,P2b
us04,28016,163,297538,1825.39,2302.85,1.261566022,2,11625,10.6203,2.41792,2,18,P3,P3,P2b
usroads,129164,129164,330870,2.56163,0.784015,0.306060985,1,7,2.56163,0.784015,1,7,P1,P1,P3
venkat,62424,62424,1717792,27.5181,2.2937,0.083352412,16,44,27.5181,2.2937,16,44,P3,P1,P2b
vibro,12328,12328,342828,27.8089,16.089,0.578555786,9,121,27.8089,16.089,9,121,P2,P1,P2b
plastic,32769,32769,381326,11.6368,13.9572,1.199401897,5,73,11.6368,14.4388,4,93,P3,P1,P3
rocks,37762,37762,1162244,30.7781,7.73588,0.25134365,16,42,30.7781,7.73588,16,42,P1,P3,P2b
wave3D,21036,21036,303468,14.4261,3.48696,0.241711897,5,28,14.4261,3.48696,5,28,P1,P1,P3
wathen120,36441,36441,565761,15.5254,3.82329,0.246260322,8,21,15.5254,3.82329,8,21,P3,P1,P3
water,60740,60740,2035281,33.5081,12.5996,0.376016545,8,63,33.5081,10.919,13,54,P1,P3,P3
wang4,26068,26068,177196,6.79745,0.436138,0.064162002,4,7,6.79745,0.436138,4,7,P1,P1,P3
xenon,157464,157464,3866688,24.556,4.06886,0.165697182,1,27,24.556,4.06886,1,27,P1,P1,P3
Zhao,33861,33861,166453,4.91577,0.437317,0.088962055,3,6,4.91577,1.0384,2,7,P1,P1,P3
G67,10000,10000,40000,4.0,0.0,0.0,4,4,4.0,0.0,4,4,P1,P1,P2
af101,503625,503625,17550675,34.8487,1.25658,0.03605816,15,35,34.8487,1.25658,15,35,P3,P1,P2
eco1,1000000,1000000,4996000,4.996,0.0631823,0.012646577,3,5,4.996,0.0631823,3,5,P3,P1,P2
ibm18,210613,201920,819697,4.05951,3.96331,0.976302559,2,66,3.89196,1.90304,1,97,P3,P1,P3
ibm17,185495,189581,860036,4.53651,4.07057,0.897291089,2,36,4.63644,2.49368,1,81,P1,P1,P3
web1M,1000005,1000005,3105536,3.10552,25.3452,8.16133852,1,4700,3.10552,36.8799,1,28685,P3,P3,P3
nl120,3542400,3542400,96845792,27.339,3.09277,0.113126669,5,28,27.339,3.09277,5,28,P3,P1,P3
sat_p,521147,13378010,39203144,2.93042,8.64884,2.951399458,1,6689,75.2247,1079.86,2,220932,P3,P1,P3
wbedu,9845725,6920306,57156537,8.25925,23.7814,2.87936556,1,3841,5.80521,45.3402,0,25762,P3,P1,P3
Stanf,281903,261588,2312497,8.84023,172.653,19.53037421,1,38606,8.20317,11.3114,0,255,P2,P3,P2b
gene2,14340,14340,18068388,1260.0,1375.14,1.091380952,1,7229,1260.0,1375.14,1,7229,P3,P3,P2b
gupta,16783,16783,9323427,555.528,1233.52,2.220446134,33,14672,555.528,1233.52,33,14672,P3,P3,P2b
Hamr3,1447360,1447360,5514242,3.80986,1.55149,0.407230187,2,6,3.80986,2.08401,2,9,P3,P1,P3
StocF,1465137,1465137,21005389,14.3368,2.57378,0.179522627,1,189,14.3368,2.57378,1,189,P3,P1,P3
lang,399130,399130,1216334,3.04746,20.71,6.795823407,1,11555,3.04746,3.95838,1,107,P3,P3,P2b
kron,65536,55321,4912469,88.7994,338.324,3.809980698,1,17998,74.9583,312.505,0,17998,P3,P3,P2b
case39,40216,40216,1042160,25.9141,316.226,12.20285482,1,20024,25.9141,316.226,1,20024,P3,P3,P2b
dac9,844332,833808,2898403,3.4761,23.5285,6.768648773,1,7772,3.43278,4.74793,1,1265,P3,P3,P3
dac12,1291931,1293436,4773600,3.69063,20.9376,5.67317775,1,8488,3.69493,2.14454,1,1006,P3,P3,P3
dac19,522482,511685,1713796,3.34932,27.1748,8.113527522,1,9155,3.28011,5.91673,1,1507,P3,P3,P3
tran4,116835,116835,766396,6.55964,361.498,55.10942674,1,114190,6.55964,361.435,1,114174,P3,P3,P2b
Cheb4,68121,68121,5377761,78.9442,1061.44,13.44544628,9,68121,78.9442,7.40935,9,81,P3,P3,P2b
sat_d,13378010,521147,39203144,75.2247,1079.86,14.35512538,2,220932,2.93042,8.64884,1,6689,P3,P3,P2b
RM07R,381689,381689,37464962,98.1557,68.685,0.699755592,1,295,98.1557,64.3143,1,245,P3,P3,P2b
sat_barrier_d,46604325,9580427,142516396,14.8758,161.626,10.86502911,2,197796,3.05801,14.3976,1,1089,P3,P3,P3
sat_sin_d,32591905,7916927,89419606,11.2947,71.7372,6.351403756,3,155449,2.74361,1.85275,2,110,P3,P3,P3
sat_npe_d,14582074,889302,42006170,47.235,1123.01,23.77495501,2,228944,2.88067,11.3879,1,5391,P3,P3,P2b
circuit5M,5558326,5558326,59524291,10.709,1356.62,126.6803623,1,1290501,10.709,1356.62,1,1290501,P3,P3,P2b
sat_zfcp_d,32697150,10950109,76320846,6.96987,1032.24,148.1003232,1,1777221,2.33417,0.484811,1,65,P3,P3,P2b
