id,dataset,k=2,k=3,k=4,
119,sat_ctl_5,0.00864557,0.0244652,0.0264726,
120,sat_ctl_5_p,0.0116871,0.0192878,0.0280768,
121,sat_dated_11_d,0.0114495,0.0244144,0.0344469,
122,sat_dated_11,0.0157896,0.0207211,0.0370955,
123,sat_dated_11_p,0.0120763,0.023304,0.0300694,
124,sat_dated_17_d,0.0096753,0.0353062,0.0237849,
125,sat_dated_17,0.0178694,0.0299592,0.0436902,
126,sat_dated_17_p,0.0224337,0.0342346,0.0469911,
127,sat_E02F20_d,0.0432489,0.122877,0.0908822,
128,sat_E02F20,0.00665056,0.0182403,0.020962,
