,matching,node merging,construction,total,matching %,merging %,construction %,others %,# of HEs,# of pins,avgHEdegree,nodemerging in remaining,nodemerging in coarsen,matching in remaining,coarsen %,Refine %,partition %,refine %,balance %,project %,edge cut,1-matching-merging-const-refine
sat_10pipe_d,0.0160479,0.0276848,0.0759578,0.132315,0.121286,0.209234,0.574068,0.0954128,77639,6164595,79.4008,0.491237,0.624927,0.284754,0.908881,0.0843105,0.00680846,0.0456554,0.0382551,0.000400015,edgecut:24972,0.0111015
sat_10pipe,0.0127162,0.00394291,0.0411011,0.122424,0.10387,0.0322069,0.335727,0.528196,2082017,6164595,2.96088,0.0484844,0.219555,0.156366,0.482418,0.417343,0.100239,0.191165,0.22561,0.00056773,edgecut:80589,0.1108531
sat_10pipe_p,0.00462522,0.00242218,0.0180787,0.0608704,0.0759846,0.0397923,0.297002,0.587221,2082017,6164595,2.96088,0.0566038,0.31275,0.108087,0.424236,0.456459,0.119305,0.133104,0.322749,0.000605614,edgecut:62837,0.1307621
sat_11pipe_d,0.0840012,0.143667,3.03,3.29887,0.0254636,0.0435505,0.918496,0.0124894,89315,16593705,185.789,0.534339,0.628451,0.312423,0.987795,0.0119298,0.000275493,0.0030444,0.00885789,2.76E-05,edgecut:46720,0.0005601
sat_11pipe,0.0180774,0.00763133,0.0679326,0.181529,0.0995842,0.0420393,0.374225,0.484151,5584003,16593705,2.97165,0.0671796,0.277439,0.159137,0.525752,0.3506,0.123648,0.201365,0.149027,0.000208716,edgecut:58655,0.1335515
sat_11pipe_p,0.0120059,0.00582374,0.042472,0.203056,0.059126,0.0286804,0.209164,0.70303,5584003,16593705,2.97165,0.036266,0.307499,0.0747639,0.302434,0.566919,0.130647,0.0970009,0.469792,0.000126073,edgecut:214473,0.1361106
sat_11pipe_kd,0.0180711,0.0332443,0.107058,0.182283,0.0991375,0.182377,0.587318,0.131167,104244,8917203,85.5416,0.441932,0.640024,0.240227,0.872272,0.123078,0.00465035,0.0465577,0.076217,0.000303352,edgecut:26616,0.0080895
sat_11pipe_k,0.0122561,0.00478669,0.0470154,0.131782,0.0930031,0.0363229,0.356768,0.513906,3007883,8917203,2.96461,0.0564693,0.260185,0.144587,0.496372,0.390578,0.113051,0.177223,0.212936,0.000418632,edgecut:79221,0.123328
sat_11pipe_kp,0.00827399,0.00370234,0.0279073,0.0705602,0.117261,0.0524706,0.39551,0.434758,3007883,8917203,2.96461,0.0868014,0.288247,0.193984,0.577543,0.308968,0.113489,0.168848,0.139626,0.000493423,edgecut:186481,0.1257904
sat_6s10_d,0.00219862,0.00276211,0.00378765,0.0161586,0.136066,0.170938,0.234405,0.458591,33900,231428,6.82678,0.223275,0.512364,0.177725,0.568031,0.386155,0.045814,0.212754,0.171037,0.00236457,edgecut:838,0.072436
sat_6s10,0.000291776,0.000284736,0.000973536,0.0135039,0.0216068,0.0210855,0.0720931,0.885215,99184,231428,2.33332,0.0227237,0.282404,0.0232856,0.146757,0.617906,0.235336,0.200862,0.414172,0.00287207,edgecut:2452,0.2673086
sat_6s10_p,0.000328928,0.00030656,0.00105997,0.0139388,0.0235979,0.0219932,0.0760442,0.878365,99184,231428,2.33332,0.0238033,0.276919,0.0255401,0.155465,0.783126,0.0614088,0.245532,0.533834,0.00376043,edgecut:4049,0.0952387
sat_6s11_d,0.00222646,0.00270246,0.0036824,0.0175894,0.12658,0.153641,0.209353,0.510426,33276,227060,6.82354,0.194323,0.496263,0.160096,0.51895,0.435885,0.0451653,0.184212,0.248642,0.00303091,edgecut:1494,0.074541
sat_6s11,0.000243104,0.000259392,0.000876352,0.0141466,0.0171846,0.018336,0.0619478,0.902532,97312,227060,2.33332,0.0195468,0.293759,0.0183194,0.124366,0.642345,0.233289,0.16618,0.473455,0.0027099,edgecut:4430,0.2601866
sat_6s11_p,0.000421504,0.000373472,0.00135978,0.0167257,0.025201,0.0223293,0.0812988,0.871171,97312,227060,2.33332,0.0243053,0.264367,0.0274312,0.165762,0.782751,0.0514869,0.326833,0.452555,0.00336345,edgecut:7238,0.0884199
sat_6s12_d,0.00248528,0.00304912,0.00436269,0.018776,0.132364,0.162394,0.232354,0.472887,34033,232352,6.82726,0.211548,0.505891,0.172429,0.553361,0.405639,0.0410004,0.22591,0.175652,0.00407669,edgecut:1145,0.067249
sat_6s12,0.000260928,0.000274368,0.000968608,0.0104475,0.0249751,0.0262615,0.0927118,0.856052,99580,232352,2.33332,0.0289451,0.291425,0.0275272,0.182826,0.491634,0.32554,0.237763,0.250033,0.00383785,edgecut:3650,0.3644176
sat_6s12_p,0.000428128,0.000350336,0.00129635,0.017437,0.0245528,0.0200915,0.0743448,0.881011,99580,232352,2.33332,0.0217052,0.262618,0.0265248,0.15085,0.795598,0.0535523,0.189599,0.603048,0.00295096,edgecut:6786,0.0854129
sat_130_d,0.00239622,0.00290029,0.00386512,0.0187571,0.127751,0.154624,0.206062,0.511563,49327,336841,6.82873,0.194756,0.500237,0.160907,0.515163,0.443224,0.0416133,0.168163,0.272508,0.00255221,edgecut:545,0.068339
sat_130,0.000376512,0.000396736,0.001548,0.00775667,0.0485404,0.0511477,0.19957,0.700742,144361,336841,2.33332,0.0639003,0.300252,0.0606429,0.369919,0.506258,0.123822,0.499414,0,0.00684417,edgecut:1913,0.1944839
sat_130_p,0.000291872,0.000298848,0.00126109,0.0069264,0.0421391,0.0431462,0.18207,0.732645,144361,336841,2.33332,0.0527505,0.300068,0.0515191,0.325858,0.553708,0.120434,0.403807,0.144814,0.00508663,edgecut:4020,0.1789367
sat_131_d,0.0026817,0.00390797,0.0042128,0.0246824,0.108648,0.15833,0.17068,0.562341,49282,336526,6.82858,0.190916,0.525646,0.131009,0.471891,0.494573,0.0335357,0.203066,0.287827,0.00368068,edgecut:515,0.067769
sat_131,0.000457312,0.000437504,0.00168253,0.0165691,0.0276003,0.0264048,0.101546,0.844449,144226,336526,2.33332,0.0293892,0.290437,0.0307198,0.192461,0.753239,0.0543007,0.245104,0.504347,0.00378729,edgecut:1768,0.0912099
sat_131_p,0.000274432,0.000288064,0.00120179,0.0165607,0.0165713,0.0173945,0.072569,0.893465,144226,336526,2.33332,0.0187555,0.294539,0.017868,0.131626,0.815155,0.0532191,0.190392,0.62127,0.00349358,edgecut:1855,0.0783102
sat_133_d,0.00271456,0.00370038,0.00518643,0.0194031,0.139903,0.190711,0.267299,0.402087,48215,328924,6.82203,0.260285,0.535517,0.190942,0.623424,0.337111,0.0394659,0.178896,0.155855,0.00236003,edgecut:766,0.064976
sat_133,0.00037152,0.000375136,0.00144544,0.0156059,0.0238064,0.0240381,0.0926215,0.859534,140968,328924,2.33332,0.0264918,0.297146,0.0262365,0.173518,0.762309,0.0641727,0.241823,0.517372,0.00311472,edgecut:2234,0.097225
sat_133_p,0.000273248,0.00028608,0.00119219,0.0162502,0.016815,0.0176047,0.0733647,0.892215,140968,328924,2.33332,0.0189985,0.297306,0.0181463,0.132579,0.812553,0.054868,0.203285,0.606935,0.00233351,edgecut:4060,0.0796626
sat_153_d,0.00224093,0.00340115,0.00345629,0.0167197,0.13403,0.203422,0.20672,0.455828,85646,572692,6.68673,0.256432,0.547101,0.168956,0.578539,0.374613,0.0468488,0.287887,0.08315,0.00357519,edgecut:94,0.081215
sat_153,0.000389632,0.000491808,0.0017433,0.00795747,0.0489643,0.0618046,0.219077,0.670155,245440,572692,2.33333,0.0791429,0.32675,0.0627005,0.408226,0.493701,0.0980734,0.420516,0.0666302,0.00655485,edgecut:232,0.1764531
sat_153_p,0.000431136,0.000497856,0.00181376,0.00988147,0.0436308,0.0503828,0.183552,0.722435,245440,572692,2.33333,0.0617097,0.310682,0.0534397,0.34572,0.573058,0.0812219,0.384202,0.182985,0.00587119,edgecut:196,0.1493764
sat_16_d,0.00238285,0.00293984,0.0044224,0.017912,0.133031,0.164127,0.246896,0.455946,31483,214404,6.81015,0.217934,0.510991,0.176643,0.568089,0.389143,0.0427673,0.169894,0.217029,0.00222063,edgecut:965,0.066803
sat_16,0.000270304,0.000272096,0.000926592,0.0170176,0.0158838,0.0159891,0.054449,0.913678,91888,214404,2.33332,0.0169098,0.282379,0.0167985,0.111072,0.70871,0.180218,0.165577,0.540805,0.00232794,edgecut:4582,0.2049681
sat_16_p,0.000287008,0.00029008,0.0009544,0.0148107,0.0193785,0.0195859,0.0644401,0.896596,91888,214404,2.33332,0.0209349,0.284116,0.0207132,0.133376,0.806844,0.0597796,0.172241,0.630387,0.00421534,edgecut:6366,0.0897515
sat_184_d,0.00259856,0.00337139,0.00455693,0.0188895,0.137566,0.178479,0.241241,0.442714,33365,227536,6.8196,0.235225,0.521549,0.181304,0.583451,0.377962,0.0385873,0.161581,0.213892,0.00248857,edgecut:983,0.064752
sat_184,0.000281408,0.000290752,0.000952384,0.0119147,0.0236186,0.0244029,0.0799338,0.872045,97516,227536,2.33332,0.026523,0.292681,0.0256706,0.163311,0.6536,0.183089,0.228126,0.421888,0.0035855,edgecut:3473,0.2184447
sat_184_p,0.000297984,0.000267488,0.000974272,0.01134,0.0262772,0.0235879,0.0859144,0.86422,97516,227536,2.33332,0.025805,0.279145,0.028747,0.170415,0.757619,0.0719659,0.276111,0.478438,0.00307019,edgecut:6387,0.1066015
sat_9_d,0.00296163,0.00391987,0.0054807,0.0212405,0.139433,0.184547,0.258031,0.417989,34317,234228,6.82542,0.248726,0.532436,0.187923,0.604639,0.355422,0.0399388,0.172843,0.180363,0.00221614,edgecut:896,0.062567
sat_9,0.000307648,0.000311808,0.00108374,0.0108547,0.0283423,0.0287256,0.0998408,0.843091,100384,234228,2.33332,0.0319117,0.291039,0.0314859,0.198541,0.507697,0.293762,0.377875,0.123785,0.00603756,edgecut:2746,0.3353943
sat_9_p,0.000343296,0.000296928,0.00110522,0.01751,0.0196057,0.0169576,0.0631189,0.900318,100384,234228,2.33332,0.0181,0.270738,0.0209265,0.125754,0.823335,0.0509111,0.203016,0.617436,0.00288383,edgecut:4729,0.0769828
sat_9dlx_d,0.0250479,0.0367076,0.398498,0.478959,0.0522964,0.0766402,0.832008,0.0390555,69789,2788367,39.9542,0.456213,0.590242,0.311303,0.961853,0.0361564,0.00199038,0.00707941,0.0289886,8.83E-05,edgecut:14945,0.002899
sat_9dlx,0.00209795,0.00145741,0.0120361,0.0417615,0.0502365,0.0348983,0.288209,0.626656,968295,2788367,2.87967,0.0490289,0.341366,0.0705776,0.390441,0.250466,0.359093,0.138253,0.111061,0.00115168,edgecut:37022,0.3761902
sat_9dlx_p,0.00236218,0.0011752,0.00871655,0.0437899,0.0539434,0.0268372,0.199054,0.720166,968295,2788367,2.87967,0.0335069,0.29192,0.0673495,0.290987,0.507608,0.201405,0.105477,0.401406,0.000724916,edgecut:67958,0.2125574
sat_bug7,0.0288414,0.0189429,0.177404,0.371024,0.0777347,0.0510558,0.478147,0.393062,13378010,39203144,2.93042,0.0978357,0.360424,0.148959,0.619802,0.158576,0.221622,0.121493,0.0369122,0.000170771,edgecut:367093,0.2344865
sat_bug8_d,0.255306,0.402585,42.8567,43.6703,0.00584622,0.00921874,0.981369,0.00356565,521179,39204907,75.2235,0.494816,0.609457,0.313796,0.996496,0.0034734,3.11E-05,0.00334648,0.000122097,4.82E-06,edgecut:74087,9.264E-05
sat_bug8,0.0269318,0.0184652,0.180239,0.386094,0.0697546,0.0478258,0.466827,0.415592,13378617,39204907,2.93042,0.0897004,0.367952,0.130829,0.596806,0.234976,0.168219,0.105339,0.129489,0.000148192,edgecut:354839,0.1806166
sat_bug8_p,0.0383269,0.0190012,0.192927,0.378782,0.101185,0.050164,0.509336,0.339315,13378617,39204907,2.93042,0.102237,0.305101,0.20622,0.673754,0.191827,0.13442,0.138115,0.0535661,0.000146068,edgecut:398696,0.147488
sat_aaai_d,0.000435616,0.0007144,0.00115398,0.00890186,0.0489354,0.0802529,0.129634,0.741178,53919,690466,12.8056,0.0922059,0.437874,0.056224,0.312913,0.592448,0.0946392,0.291369,0.295424,0.00565455,edgecut:2122,0.1487297
sat_aaai,0.000620736,0.00089088,0.0026423,0.0121838,0.0509478,0.0731202,0.216871,0.659061,308235,690466,2.24006,0.0933692,0.421914,0.0650566,0.390177,0.540948,0.0688759,0.343174,0.193004,0.00476962,edgecut:6058,0.118113
sat_aaai_p,0.00061856,0.000801312,0.00271738,0.0130869,0.0472657,0.0612302,0.207641,0.683863,308235,690466,2.24006,0.0772758,0.421637,0.0596518,0.352861,0.472796,0.174343,0.22032,0.249425,0.00305161,edgecut:4786,0.2110671
sat_ACG_10p_d,0.00116438,0.00187658,0.00569846,0.0166414,0.0699691,0.112765,0.342427,0.474839,381708,3841867,10.0649,0.171487,0.474415,0.106405,0.58012,0.375028,0.044852,0.271023,0.0983301,0.00567452,edgecut:3397,0.0998109
sat_ACG_10p,0.00163549,0.00184618,0.0112582,0.0297781,0.0549226,0.0619979,0.378072,0.505008,1632906,3841867,2.35278,0.0996865,0.403261,0.0883102,0.531813,0.437517,0.0306696,0.219147,0.213803,0.0045682,edgecut:8523,0.0674905
sat_ACG_10p_p,0.0016736,0.00161299,0.0118244,0.0237885,0.0703535,0.0678057,0.497065,0.364776,1632906,3841867,2.35278,0.13482,0.372178,0.139886,0.679251,0.284591,0.0361574,0.21411,0.0670604,0.00342082,edgecut:10620,0.0801848
sat_ACG_5p0_d,0.00111312,0.00171891,0.00503805,0.0195753,0.0568634,0.0878101,0.257367,0.597959,324716,3269132,10.0677,0.118242,0.460777,0.0765701,0.447937,0.511302,0.0407615,0.262955,0.243773,0.00457392,edgecut:2808,0.0866575
sat_ACG_5p0,0.00164182,0.00164893,0.0102562,0.0289415,0.056729,0.0569745,0.354378,0.531919,1390931,3269132,2.35032,0.0882474,0.375526,0.0878672,0.506097,0.462568,0.031335,0.197253,0.262087,0.00322858,edgecut:6486,0.0693505
sat_ACG_5p0_p,0.00154074,0.00142291,0.0100245,0.0250063,0.0616138,0.0569021,0.40088,0.480604,1390931,3269132,2.35032,0.0949761,0.365563,0.102841,0.556536,0.407575,0.0358884,0.188394,0.215792,0.00338986,edgecut:9347,0.0730291
sat_ACG_5p1_d,0.000978912,0.00163274,0.00472218,0.0160614,0.0609482,0.101656,0.294008,0.543387,331196,3333531,10.0651,0.14399,0.482994,0.0863299,0.504479,0.446527,0.0489941,0.255637,0.185355,0.00553477,edgecut:2190,0.0968608
sat_ACG_5p1,0.00166701,0.00167315,0.0103,0.0284537,0.0585866,0.0588025,0.36199,0.520621,1416850,3333531,2.35278,0.0921656,0.376689,0.0918271,0.518094,0.449782,0.032124,0.220885,0.225445,0.00345262,edgecut:6493,0.0708389
sat_ACG_5p1_p,0.00154723,0.00139891,0.0102962,0.0251383,0.0615488,0.0556486,0.409581,0.473222,1416850,3333531,2.35278,0.0942527,0.359214,0.104246,0.564498,0.398214,0.0372875,0.238937,0.155408,0.00386979,edgecut:8127,0.0750076
sat_01_d,0.000688512,0.000960352,0.00084336,0.00942208,0.0730743,0.101926,0.0895089,0.735491,7502,76290,10.1693,0.111946,0.488723,0.0802581,0.298064,0.616757,0.0851787,0.249969,0.363534,0.00325363,edgecut:564,0.1187338
sat_01,0.000769376,0.000868928,0.000944192,0.012004,0.0640935,0.0723867,0.0786567,0.784863,28770,76290,2.65172,0.0785665,0.441435,0.0695652,0.242637,0.682481,0.0748819,0.19259,0.487588,0.00230324,edgecut:1258,0.1023821
sat_01_p,0.0007808,0.00104902,0.00099904,0.00919786,0.0848893,0.114051,0.108617,0.692443,28770,76290,2.65172,0.127948,0.477128,0.0952333,0.347653,0.559758,0.0925885,0.312939,0.242825,0.00399397,edgecut:1267,0.1326847
sat_27_d,0.00249357,0.00292787,0.00520938,0.0188738,0.132118,0.155129,0.276011,0.436743,7729,77124,9.97852,0.214269,0.50468,0.182486,0.583391,0.376661,0.0399486,0.140017,0.234753,0.00189045,edgecut:975,0.060081
sat_27,0.000515424,0.00067456,0.00063584,0.0132486,0.0389041,0.0509157,0.0479931,0.862187,29194,77124,2.64178,0.0534825,0.448024,0.0408654,0.161638,0.590827,0.247535,0.192272,0.396379,0.00217623,edgecut:3465,0.2713601
sat_27_p,0.000438272,0.000546848,0.000575232,0.00983261,0.0445733,0.0556158,0.0585025,0.841308,29194,77124,2.64178,0.0590716,0.414671,0.047343,0.192623,0.721007,0.0863705,0.275758,0.442163,0.00308524,edgecut:3555,0.1203014
sat_enc1_opt1_05_d,0.00231427,0.00475606,0.00243162,0.0205075,0.11285,0.231918,0.118572,0.53666,59517,2167217,36.4134,0.263116,0.615876,0.128031,0.495138,0.465595,0.0392675,0.276191,0.186134,0.00326904,edgecut:2124,0.071065
sat_enc1_opt1_05,0.00107389,0.000716096,0.00390048,0.0192679,0.0557345,0.0371652,0.202434,0.704667,561784,2167217,3.85774,0.0465982,0.276706,0.0698807,0.336747,0.625198,0.0380554,0.225079,0.396323,0.00379657,edgecut:4608,0.0794683
sat_enc1_opt1_05_p,0.0011865,0.000601664,0.00408528,0.0140849,0.0842391,0.0427171,0.290048,0.582996,561784,2167217,3.85774,0.0601689,0.249576,0.118655,0.461206,0.478521,0.0602723,0.336718,0.138121,0.00368282,edgecut:6552,0.1044748
sat_enc1_opt1_10_d,0.00145341,0.00279667,0.00167325,0.0155444,0.0935001,0.179915,0.107643,0.618942,46993,922875,19.6386,0.201617,0.568844,0.104779,0.423924,0.528444,0.0476322,0.332106,0.191962,0.00437661,edgecut:1986,0.0904979
sat_enc1_opt1_10,0.000471616,0.000450496,0.00164224,0.0291141,0.0161989,0.0154734,0.0564069,0.911921,270831,922875,3.40757,0.0163984,0.307945,0.0171672,0.106654,0.864181,0.0291642,0.140245,0.721651,0.00228617,edgecut:3773,0.0477398
sat_enc1_opt1_10_p,0.000558432,0.000405088,0.00185802,0.0128873,0.0433321,0.0314332,0.144175,0.78106,270831,922875,3.40757,0.0367285,0.27733,0.0506319,0.257517,0.681189,0.0612946,0.231767,0.445999,0.00342167,edgecut:5913,0.0998707
sat_enc1_opt1_15_d,0.00234045,0.00471718,0.00272435,0.0199212,0.117485,0.236792,0.136756,0.508967,61642,2385303,38.6961,0.274304,0.606701,0.136097,0.52705,0.433399,0.0395509,0.303099,0.126821,0.0034793,edgecut:2668,0.075568
sat_enc1_opt1_15,0.00115107,0.000742464,0.00477888,0.017176,0.0670162,0.0432268,0.27823,0.611527,644099,2385303,3.70332,0.0598899,0.280272,0.0928497,0.432461,0.522252,0.0452873,0.29599,0.222103,0.00415835,edgecut:4531,0.089275
sat_enc1_opt1_15_p,0.00144275,0.000715328,0.00540579,0.0231744,0.0622562,0.0308671,0.233265,0.673611,644099,2385303,3.70332,0.0402579,0.246736,0.0811965,0.358367,0.606452,0.0351808,0.23095,0.372764,0.00273819,edgecut:6943,0.0671597
sat_enc1_opt2_4_d,0.00184925,0.00419607,0.00164563,0.0157349,0.117525,0.266672,0.104585,0.511218,14636,1652800,112.927,0.29782,0.649674,0.131252,0.515055,0.432656,0.0522883,0.276802,0.153395,0.00245874,edgecut:966,0.078562
sat_enc1_opt2_4,0.000760768,0.00048048,0.00262915,0.00973472,0.07815,0.0493574,0.27008,0.602413,386163,1652800,4.28006,0.0676202,0.266829,0.107066,0.455057,0.455978,0.0889649,0.333783,0.117061,0.00513461,edgecut:357,0.1464346
sat_enc1_opt2_4_p,0.000940256,0.000450048,0.0029625,0.0103387,0.0909448,0.0435302,0.286543,0.578982,386163,1652800,4.28006,0.0610131,0.236029,0.127471,0.47097,0.449958,0.0790719,0.336554,0.108983,0.00441988,edgecut:600,0.129024
sat_enc1_opt2_12_d,0.00110438,0.00215008,0.00110714,0.0113668,0.0971586,0.189154,0.0974007,0.616287,9495,618608,65.1509,0.209566,0.575938,0.107643,0.425829,0.502203,0.0719681,0.352346,0.145648,0.00420874,edgecut:480,0.1140837
sat_enc1_opt2_12,0.000340672,0.000326752,0.00103008,0.00977136,0.0348643,0.0334398,0.105418,0.826278,147853,618608,4.18394,0.0373803,0.290085,0.0389728,0.220694,0.700634,0.0786723,0.285789,0.410617,0.00422787,edgecut:382,0.1256439
sat_enc1_opt2_12_p,0.000442656,0.00031472,0.00113574,0.00686416,0.064488,0.0458498,0.16546,0.724202,147853,618608,4.18394,0.0549402,0.259396,0.0772737,0.342216,0.549092,0.108692,0.317214,0.225659,0.00621897,edgecut:889,0.1751102
sat_enc1_opt2_16_d,0.00106525,0.00212445,0.00103699,0.0104758,0.101686,0.202796,0.0989892,0.596529,9643,641139,66.4875,0.225076,0.593543,0.112858,0.440659,0.480452,0.0788896,0.362206,0.112851,0.00539452,edgecut:668,0.1160768
sat_enc1_opt2_16,0.000377824,0.000354048,0.00107622,0.00757712,0.0498638,0.0467259,0.142036,0.761374,152744,641139,4.19747,0.0544614,0.285567,0.0581188,0.305661,0.592685,0.101653,0.442613,0.143772,0.00630107,edgecut:424,0.1686893
sat_enc1_opt2_16_p,0.000447616,0.000348512,0.00115962,0.00841677,0.0531815,0.0414069,0.137775,0.767637,152744,641139,4.19747,0.0480233,0.268602,0.0616793,0.291931,0.609982,0.0980861,0.424942,0.179413,0.00562686,edgecut:727,0.1576546
sat_enc2_opt1_05_d,0.0023368,0.00476742,0.00245427,0.0212892,0.109765,0.223936,0.115283,0.551016,56533,2097393,37.1003,0.253116,0.609112,0.124067,0.482927,0.479494,0.0375793,0.350569,0.12561,0.00331436,edgecut:2453,0.071522
sat_enc2_opt1_05,0.00109933,0.000772,0.0038225,0.0181068,0.0607134,0.0426358,0.211108,0.685543,526872,2097393,3.98084,0.0540452,0.280768,0.0769603,0.362962,0.587533,0.0495052,0.340585,0.239724,0.00722467,edgecut:2561,0.0980098
sat_enc2_opt1_05_p,0.00112941,0.000612384,0.00388211,0.0172501,0.0654724,0.0355002,0.225048,0.673979,526872,2097393,3.98084,0.0458096,0.254644,0.0844857,0.364459,0.588595,0.0469459,0.284876,0.300115,0.00360438,edgecut:2946,0.0853844
sat_enc2_opt1_15_d,0.00223962,0.00455213,0.0025768,0.0182962,0.122409,0.248802,0.140838,0.487951,58752,2227755,37.9179,0.289587,0.60904,0.142475,0.549353,0.407474,0.0431723,0.28554,0.118358,0.0035767,edgecut:2113,0.080477
sat_enc2_opt1_15,0.00102307,0.000710048,0.00409546,0.014734,0.0694359,0.048191,0.277959,0.604414,580963,2227755,3.83459,0.0667427,0.289534,0.0961661,0.444402,0.497953,0.057645,0.305767,0.187671,0.00451526,edgecut:2376,0.1064611
sat_enc2_opt1_15_p,0.00121328,0.000620736,0.00446435,0.0137295,0.0883705,0.0452119,0.325166,0.541252,580963,2227755,3.83459,0.0669971,0.251808,0.130951,0.504715,0.432471,0.0628138,0.349296,0.0793761,0.00379913,edgecut:3044,0.1087806
sat_enc3_opt1_50_d,0.00812704,0.0129805,0.0238808,0.0635978,0.127788,0.204103,0.375497,0.292611,1613160,16042866,9.94499,0.326825,0.567883,0.204624,0.734908,0.249159,0.0159326,0.229026,0.0173958,0.0027372,edgecut:8218,0.043453
sat_enc3_opt1_50,0.00956832,0.00582778,0.0537268,0.102143,0.0936753,0.0570548,0.525993,0.323277,6429816,16042866,2.49507,0.120367,0.314496,0.197624,0.70741,0.28132,0.0112704,0.194977,0.0839503,0.00239256,edgecut:10256,0.0419569
sat_enc3_opt1_50_p,0.00861344,0.00498314,0.0542692,0.122723,0.070186,0.0406047,0.442208,0.447001,6429816,16042866,2.49507,0.0727955,0.31667,0.125828,0.570432,0.416891,0.0126768,0.124388,0.291743,0.000759564,edgecut:28555,0.0301103
sat_enc3_opt2_21_d,0.00667312,0.0114917,0.0201861,0.0671416,0.0993887,0.171157,0.300649,0.428805,1484061,14805254,9.97618,0.244737,0.582792,0.142116,0.594333,0.389266,0.0164009,0.18858,0.198507,0.00217904,edgecut:8383,0.0395393
sat_enc3_opt2_21,0.00697546,0.00505843,0.0463486,0.0806732,0.0864655,0.0627027,0.574523,0.276309,5933456,14805254,2.49522,0.14737,0.350882,0.20322,0.753224,0.235311,0.0114651,0.181202,0.0521595,0.00195039,edgecut:903,0.0409978
sat_enc3_opt2_21_p,0.00937491,0.00485514,0.0554647,0.098962,0.0947324,0.0490606,0.560464,0.295743,5933456,14805254,2.49522,0.111619,0.293207,0.215528,0.727788,0.257852,0.0143596,0.173245,0.0833962,0.00121129,edgecut:24424,0.037891
sat_enc3_opt2_12_d,0.00621738,0.0108792,0.0166523,0.0525056,0.118414,0.207201,0.317152,0.357234,1236271,12310782,9.958,0.303436,0.588977,0.173411,0.668949,0.31421,0.0168405,0.218598,0.0930966,0.00251524,edgecut:12676,0.043023
sat_enc3_opt2_12,0.00569238,0.00416534,0.0379226,0.0673317,0.0845424,0.0618631,0.56322,0.290374,4932603,12310782,2.4958,0.141634,0.349756,0.193558,0.740095,0.245883,0.0140221,0.180754,0.0629443,0.00218429,edgecut:1449,0.0444915
sat_enc3_opt2_12_p,0.00681462,0.00365018,0.0395481,0.0662088,0.102926,0.0551313,0.597324,0.244619,4932603,12310782,2.4958,0.136912,0.296439,0.255606,0.783302,0.201477,0.0152211,0.191503,0.00837931,0.00159447,edgecut:17345,0.0431417
sat_enc3_opt2_14_d,0.00618829,0.0109792,0.0167657,0.0528856,0.117013,0.207603,0.317019,0.358365,1240678,12354810,9.95811,0.303966,0.59145,0.171327,0.668026,0.315576,0.0163976,0.221861,0.0909847,0.00273073,edgecut:5431,0.042789
sat_enc3_opt2_14,0.00609366,0.00419882,0.0384485,0.0690726,0.0882212,0.0607885,0.55664,0.29435,4950217,12354810,2.49581,0.137109,0.338809,0.198983,0.736058,0.249273,0.0146689,0.190251,0.0569622,0.00206021,edgecut:1362,0.0450773
sat_enc3_opt2_14_p,0.00672749,0.00364365,0.0387545,0.0668403,0.10065,0.0545127,0.579806,0.265031,4950217,12354810,2.49581,0.129732,0.299366,0.239533,0.7619,0.220409,0.0176908,0.185257,0.0337224,0.00142956,edgecut:12560,0.0446223
sat_blocks_d,0.0193468,0.0280158,0.0605388,0.14401,0.134343,0.19454,0.420379,0.250738,559571,22253097,39.7681,0.335633,0.57067,0.231778,0.761277,0.231643,0.00707972,0.212925,0.0173401,0.00137857,edgecut:4110,0.019095
sat_blocks,0.0235184,0.0116855,0.112715,0.197451,0.11911,0.0591818,0.570853,0.250856,10223027,22253097,2.17676,0.137905,0.301372,0.27755,0.767227,0.228022,0.00475013,0.201089,0.0263815,0.000551995,edgecut:19987,0.0228332
sat_blocks_p,0.0360691,0.0130412,0.133743,0.260009,0.138723,0.0501567,0.51438,0.296741,10223027,22253097,2.17676,0.103284,0.247167,0.285661,0.717307,0.276498,0.00619519,0.244512,0.0316703,0.000315805,edgecut:21984,0.0202423
sat_bob-opt_d,0.00124784,0.00196858,0.00169152,0.0101308,0.123173,0.194316,0.166968,0.515544,51144,355706,6.95499,0.233263,0.537496,0.147861,0.528488,0.395729,0.075783,0.368972,0.0221424,0.00461483,edgecut:139,0.119814
sat_bob-opt,0.00030656,0.000327776,0.00114198,0.00875341,0.0350218,0.0374455,0.130462,0.797071,152446,355706,2.33332,0.0430637,0.296238,0.0402763,0.256865,0.655416,0.087719,0.386143,0.264162,0.0051107,edgecut:334,0.1416547
sat_bob-opt_p,0.000363936,0.000375008,0.00137846,0.0124894,0.0291396,0.0300261,0.110371,0.830464,152446,355706,2.33332,0.0337512,0.289522,0.0327547,0.21408,0.720121,0.0657992,0.29107,0.424575,0.00447611,edgecut:638,0.1103423
sat_bob_d,0.000550912,0.000918368,0.000680832,0.00741094,0.0743376,0.123921,0.0918685,0.709873,26294,181812,6.91458,0.136457,0.488685,0.0818578,0.345448,0.54517,0.109382,0.371019,0.168935,0.00521607,edgecut:1070,0.1647029
