id,dataset,bipart_cut2,bipart_time2,ghypart_cut2,ghypart_time2,bipart_cut3,bipart_time3,ghypart_cut3,ghypart_time3,bipart_cut4,bipart_time4,ghypart_cut4,ghypart_time4,hedges
304,cfd,,,2316,0.0134127,,,4340,0.0260702,,,7067,0.0264111,0
305,Chem97Zt,,,35,0.00625524,,,72,0.0101292,,,75,0.0133783,0
306,circuit,,,1349,0.0210896,,,2522,0.0321907,,,4290,0.0349267,0
307,ckt,,,186,0.0169588,,,623,0.0247359,,,987,0.0322234,0
308,cnr,,,51,0.0174804,,,229,0.025035,,,1391,0.035504,0
309,conf5_4,,,0,0.00888951,,,9987,0.0202813,,,16110,0.0166225,0
310,copter,,,1100,0.00979509,,,4151,0.0140435,,,2984,0.0219456,0
311,coupled,,,2105,0.0131686,,,3926,0.02038,,,4710,0.028801,0
312,crash,,,2634,0.0141555,,,4770,0.023074,,,8300,0.0311373,0
313,cryg,,,224,0.0105016,,,492,0.0133026,,,870,0.0183141,0
314,crystk,,,1139,0.00982386,,,2567,0.0142872,,,4148,0.0212731,0
315,d_pretok,,,3206,0.0111696,,,11488,0.0187251,,,13140,0.0269225,0
316,dac11,,,2237,0.034876,,,6221,0.0591579,,,7249,0.084421,0
317,dac14,,,6315,0.0493028,,,11068,0.0713208,,,19344,0.0956821,0
318,dac16,,,11067,0.0297977,,,17525,0.0504103,,,20960,0.059143,0
319,dac2,,,6328,0.0517492,,,15570,0.0930593,,,16780,0.12353,0
320,dac3,,,3372,0.0373648,,,11683,0.0571388,,,18277,0.0826389,0
321,dac6,,,5739,0.0617084,,,8176,0.106443,,,18772,0.110743,0
322,dac7,,,2665,0.0462374,,,5407,0.0852566,,,12140,0.119913,0
323,delta,,,675,0.010378,,,6575,0.0178357,,,5622,0.0250822,0
324,denormal,,,1272,0.0129012,,,2874,0.0196118,,,3499,0.0235647,0
325,dict,,,0,0.0106464,,,962,0.0502308,,,3192,0.0394796,0
326,diel,,,13224,0.0479795,,,8766,0.0722409,,,34662,0.0887919,0
327,cova2,,,1171,0.0114136,,,3272,0.0217558,,,3549,0.0262375,0
328,ecl32,,,1953,0.0299858,,,4502,0.0480216,,,6238,0.0675774,0
329,Emilia,,,27009,0.0832716,,,69285,0.126551,,,84297,0.171536,0
330,epb1,,,231,0.00867516,,,546,0.0127468,,,719,0.017839,0
331,ESOC,,,168815,0.0319053,,,315574,0.051372,,,417563,0.0531778,0
332,Eternity,,,1058,0.0103027,,,1866,0.015053,,,3145,0.0557998,0
333,ex19,,,0,0.00669682,,,243,0.0112026,,,360,0.0121825,0
334,F2,,,1116,0.0148314,,,7652,0.0203107,,,5804,0.0274728,0
335,fd18,,,165,0.0140447,,,451,0.018357,,,797,0.031906,0
336,fem,,,3698,0.0144589,,,7783,0.0278586,,,12291,0.0280352,0
337,finan,,,156,0.0105734,,,508,0.0105252,,,708,0.0220907,0
338,flower,,,4799,0.00996979,,,9782,0.0164223,,,11898,0.0178781,0
339,foldoc,,,7038,0.00741694,,,12976,0.0234771,,,16761,0.0260665,0
340,Franz,,,23895,0.00971037,,,52930,0.0215073,,,54393,0.0214456,0
341,G2,,,791,0.0111563,,,1517,0.0194736,,,2252,0.0250093,0
342,g7jac,,,824,0.013184,,,2105,0.0143586,,,2409,0.0238455,0
343,garon,,,812,0.006825,,,1297,0.0104022,,,2270,0.0138087,0
344,gearbox,,,1723,0.0164075,,,5998,0.0288715,,,7957,0.0428886,0
345,gemat,,,71,0.00930967,,,224,0.0118708,,,365,0.0134439,0
346,graphics,,,558,0.00763953,,,1566,0.0159511,,,1518,0.0130164,0
347,gyro,,,321,0.00780233,,,426,0.00926354,,,1032,0.0174265,0
348,H2O,,,13952,0.0146085,,,31117,0.022019,,,41698,0.0297569,0
349,HEP,,,4704,0.0139713,,,11993,0.0368145,,,15298,0.023924,0
350,HTC,,,1983,0.0173643,,,8542,0.0276853,,,16291,0.0362921,0
351,hvdc1,,,113,0.00797817,,,285,0.0109203,,,477,0.0138545,0
352,IG5,,,0,0.0114309,,,15302,0.0329664,,,14674,0.0329664,0
353,Ill,,,1312,0.00815017,,,2424,0.0102543,,,3316,0.0246574,0
354,interp,,,946,0.0117409,,,2264,0.0166068,,,2807,0.0241961,0
355,IMDB,,,28488,0.0632072,,,73677,0.391066,,,71961,0.0865416,0
356,ibm01,,,317,0.0110604,,,643,0.0127205,,,987,0.0158775,0
357,ibm02,,,401,0.00922842,,,960,0.0152779,,,1652,0.0235261,0
358,ibm03,,,1430,0.00970315,,,2269,0.0270748,,,3561,0.0293364,0
359,ibm04,,,597,0.0106878,,,1458,0.0155907,,,2418,0.0358191,0
360,ibm05,,,2397,0.0122201,,,6629,0.0289873,,,6001,0.040232,0
361,ibm06,,,1133,0.0120136,,,1678,0.0179564,,,2550,0.0277173,0
362,ibm07,,,1098,0.0128303,,,2738,0.0213396,,,4344,0.0213239,0
363,ibm08,,,1303,0.0100114,,,2590,0.0218782,,,3664,0.0356216,0
364,ibm09,,,1136,0.0122103,,,2101,0.0169162,,,3740,0.0261123,0
365,ibm10,,,2436,0.0145519,,,4722,0.015402,,,5384,0.0254226,0
366,ibm11,,,1267,0.0121199,,,2530,0.021363,,,4341,0.0314666,0
367,ibm12,,,2389,0.0138914,,,4772,0.0307008,,,5959,0.0445276,0
368,ibm13,,,1451,0.0120755,,,3676,0.0216422,,,3826,0.0304066,0
369,ibm14,,,2960,0.0144745,,,5639,0.0238646,,,6476,0.0345213,0
370,ibm15,,,3981,0.0190176,,,10255,0.0273548,,,8365,0.0349948,0
371,ibm16,,,3167,0.0169246,,,5735,0.0268408,,,7387,0.0492302,0
372,kim1,,,1254,0.0123467,,,2440,0.0217474,,,2707,0.0232802,0
373,kkt,,,15505,0.0623034,,,41826,0.0978035,,,39353,0.142272,0
374,duct3D,,,3505,0.0123296,,,7693,0.0208194,,,12806,0.0331783,0
375,lhr14,,,174,0.00723071,,,570,0.00902708,,,485,0.0113103,0
376,li,,,3463,0.0123195,,,9113,0.0169718,,,13207,0.0216636,0
377,tissue,,,626,0.00820515,,,944,0.0124053,,,1354,0.0190277,0
378,Lin,,,6960,0.0145819,,,12465,0.0431272,,,15767,0.0300615,0
379,lp_nug,,,12825,0.0134592,,,24958,0.0157919,,,33175,0.0218104,0
380,lp_pds,,,1096,0.0110987,,,2505,0.0163888,,,4196,0.0202011,0
381,lung,,,28,0.00837406,,,120,0.0125321,,,124,0.0152792,0
382,m14b,,,2039,0.0172031,,,6295,0.0262099,,,9654,0.0405444,0
383,mac,,,402,0.0147799,,,1333,0.0223269,,,1616,0.0361194,0
384,Maragal,,,2510,0.0170464,,,4543,0.0193477,,,6410,0.0237511,0
385,mc2depi,,,1003,0.0149062,,,2239,0.025655,,,4633,0.0352655,0
386,mixtank,,,3869,0.00904657,,,8200,0.0147758,,,14588,0.0273679,0
387,mono,,,11031,0.0193964,,,24923,0.0369373,,,31284,0.0622013,0
388,mri1,,,561,0.0121447,,,1248,0.0165441,,,1300,0.0240255,0
389,msc,,,1785,0.00873175,,,3729,0.0129502,,,4413,0.0154343,0
390,msdoor,,,2128,0.0238249,,,4739,0.0483013,,,6006,0.0604715,0
391,mult_dcop,,,11399,0.0184301,,,18814,0.0227721,,,24959,0.0387411,0
392,nasasrb,,,934,0.0110144,,,1955,0.0178863,,,4432,0.0204285,0
393,nd12k,,,12667,0.0220876,,,27219,0.0391551,,,38423,0.0414006,0
394,net100,,,10294,0.012946,,,33546,0.0125983,,,32267,0.0195549,0
395,nopoly,,,74,0.00730759,,,243,0.0125863,,,236,0.0133614,0
396,actors,,,12372,0.0203402,,,26511,0.0319182,,,28113,0.033269,0
397,www,,,13,0.00786078,,,1160,0.0150849,,,732,0.170605,0
398,obstclae,,,420,0.007716,,,1191,0.0132864,,,1382,0.0163092,0
399,olafu,,,947,0.00759642,,,2461,0.0109518,,,3467,0.016393,0
400,opt1,,,2193,0.00790778,,,5114,0.0163281,,,6385,0.0145956,0
401,Oregon,,,482,0.00817549,,,835,0.0124858,,,1561,0.0262155,0
402,p2p,,,3679,0.0162285,,,7039,0.0123935,,,9250,0.0210366,0
403,para,,,10120,0.0278339,,,21504,0.035041,,,22307,0.0513411,0
404,parabolic,,,1330,0.0196441,,,3664,0.0299521,,,4830,0.0446216,0
405,Pd,,,0,0.0352867,,,0,0.0546301,,,0,0.0491457,0
406,pdb,,,2940,0.0120054,,,5795,0.0201598,,,6977,0.0186339,0
407,pds,,,1192,0.0121939,,,4420,0.0225937,,,5110,0.0276138,0
408,pesa,,,109,0.00806958,,,367,0.0119511,,,322,0.0147374,0
409,PGP,,,449,0.0100659,,,1154,0.0138488,,,1228,0.0160848,0
410,pkustk,,,3114,0.013301,,,6780,0.0212902,,,13812,0.0264602,0
411,poisson3D,,,5245,0.0159423,,,11716,0.0204305,,,15986,0.0264329,0
412,poli3,,,108,0.00729901,,,321,0.0109406,,,462,0.0139117,0
413,powersim,,,56,0.0103344,,,197,0.0122433,,,320,0.014808,0
414,pre2,,,4721,0.0267306,,,9389,0.0465868,,,15645,0.0558228,0
415,Pres,,,646,0.00780355,,,2028,0.0107587,,,1970,0.0160111,0
416,psse2,,,150,0.00919409,,,380,0.0119049,,,506,0.0167715,0
417,qa8fk,,,968,0.0125379,,,5360,0.0191761,,,8922,0.0304258,0
418,rajat,,,40,0.0229944,,,364,0.019679,,,327,0.0334005,0
419,Reuters,,,5574,0.0177433,,,11566,0.0252926,,,14611,0.0362243,0
420,RFdevice,,,2118,0.0147714,,,3665,0.0307673,,,5690,0.0313687,0
421,rgg,,,1294,0.0115474,,,3520,0.0184619,,,2932,0.0270422,0
422,rim,,,544,0.00883864,,,853,0.0087283,,,1817,0.0276246,0
423,rma,,,521,0.0112541,,,2049,0.0179926,,,2238,0.0211337,0
424,Rucci,,,44255,0.0763944,,,105714,0.157515,,,116635,0.130533,0
425,s4dkt,,,1458,0.0113339,,,3363,0.0139888,,,3912,0.0235498,0
426,scfxm,,,991,0.0104953,,,1892,0.0179201,,,2039,0.0208118,0
427,scircuit,,,77,0.0123624,,,1336,0.0179742,,,1032,0.0273641,0
428,shallow,,,794,0.011553,,,1753,0.0190578,,,2583,0.0297432,0
429,sherman,,,6374,0.0191465,,,10609,0.0234477,,,17909,0.0236895,0
430,ship,,,1566,0.0109504,,,8424,0.0164354,,,5316,0.0197894,0
431,shock,,,274,0.0146806,,,1033,0.0219801,,,1100,0.031421,0
432,shyy,,,339,0.0111777,,,906,0.017628,,,1093,0.0228077,0
433,skirt,,,60,0.00830318,,,190,0.0114675,,,110,0.0141022,0
434,sme3D,,,1068,0.00902342,,,9711,0.0203964,,,7881,0.0223977,0
435,soc-sign,,,1405,0.0117035,,,13977,0.0345898,,,13771,0.14131,0
436,sparsine,,,20498,0.0130877,,,37476,0.0246968,,,50169,0.0391149,0
437,spmsrtls,,,120,0.00957415,,,1261,0.0108085,,,348,0.0163497,0
438,std1_Jac3,,,1449,0.0109218,,,5261,0.018826,,,4933,0.0220634,0
439,stokes,,,976,0.00615941,,,1699,0.0134946,,,3477,0.0255455,0
440,ted_A,,,138,0.00648707,,,812,0.00875103,,,600,0.0156117,0
441,TF16,,,5291,0.00888049,,,14584,0.0132154,,,18949,0.0442895,0
442,thermal,,,346,0.009915,,,714,0.0143224,,,1010,0.0259644,0
443,therm,,,338,0.0122046,,,1004,0.0184475,,,1483,0.0254841,0
444,tmt,,,2430,0.0277099,,,9643,0.0526241,,,7084,0.0637031,0
445,tomogra,,,3514,0.0223154,,,5961,0.0306033,,,8502,0.0411477,0
446,torso,,,7994,0.0151478,,,12568,0.0212846,,,18124,0.0316297,0
447,Trec,,,3079,0.00938894,,,5558,0.026276,,,8432,0.0351635,0
448,Trefe,,,16930,0.00977659,,,35549,0.00957328,,,48654,0.0327498,0
449,TSOPF,,,14083,0.103557,,,25516,0.0936866,,,26661,0.100872,0
450,us04,,,91,0.00760693,,,170,0.00776802,,,91,0.00776802,0
451,usroads,,,220,0.0130503,,,433,0.0210717,,,553,0.024372,0
452,venkat,,,888,0.00933979,,,1356,0.0141751,,,2536,0.0193849,0
453,vibro,,,2933,0.00825887,,,7405,0.0132067,,,8742,0.0172135,0
454,plastic,,,1714,0.010507,,,3694,0.0174843,,,4550,0.0194316,0
455,rocks,,,482,0.0101129,,,2796,0.0159593,,,3048,0.0174286,0
456,wave3D,,,329,0.00998472,,,1125,0.0137865,,,1901,0.0213525,0
457,wathen120,,,666,0.00940562,,,1401,0.0133784,,,2762,0.0194816,0
458,water,,,4883,0.0104672,,,8074,0.0158931,,,11115,0.0286494,0
459,wang4,,,2003,0.0118239,,,4885,0.010958,,,4548,0.0181104,0
460,xenon,,,4314,0.01373,,,9348,0.0243364,,,14132,0.0337426,0
461,Zhao,,,728,0.0105045,,,1606,0.0177236,,,2425,0.0268924,0
462,G67,,,0,0.00652268,,,579,0.0145644,,,477,0.012294,0
463,af101,,,4405,0.042364,,,6835,0.0708196,,,11110,0.0851183,0
464,eco1,,,2899,0.0246732,,,4304,0.0514006,,,6234,0.0603217,0
465,ibm18,,,2385,0.0126555,,,4392,0.0234696,,,6299,0.0308422,0
466,ibm17,,,3130,0.0144873,,,9149,0.0259141,,,9404,0.0328783,0
467,web1M,,,624,0.024721,,,3640,0.0409907,,,3137,0.0594293,0
468,nl120,,,98010,0.192542,,,178681,0.29282,,,227285,0.392921,0
469,sat_p,,,350004,0.537714,,,1512276,1.68971,,,1946154,1.21729,0
470,wbedu,,,13853,0.142144,,,58006,0.272895,,,81358,1.85153,0
471,Stanf,,,216,0.0336553,,,503,0.0634278,,,3114,0.0758275,0
472,gene2,,,12687,0.0770286,,,25627,0.0996761,,,37915,0.106012,0
473,Hamr3,,,2546,0.0324964,,,7755,0.0532339,,,15758,0.0738132,0
474,StocF,,,7992,0.0525146,,,53204,0.0883715,,,18299,0.115564,0
475,lang,,,21286,0.035226,,,35180,0.0572489,,,48254,0.0897889,0
476,kron,,,17055,0.0298756,,,40373,0.0580681,,,57308,0.0949283,0
477,case39,,,14069,0.0195652,,,21639,0.0247509,,,32759,0.0355824,0
478,dac9,,,4504,0.0593582,,,6140,0.0859249,,,10528,0.115785,0
479,dac12,,,9848,0.0646474,,,16430,0.113137,,,21318,0.117692,0
480,dac19,,,1686,0.0491301,,,4687,0.0632578,,,7790,0.102074,0
481,tran4,,,55401,0.186565,,,120772,0.215761,,,93931,0.337073,0
482,Cheb4,,,1426,0.032378,,,5673,0.0410079,,,3268,0.0457798,0
483,sat_d,,,8832,0.204752,,,14673,0.279242,,,29749,0.556824,0
484,HV15R,,,70635,0.459536,,,259469,0.799398,,,293552,0.989653,0
485,gupta2,,,18016,0.0246976,,,45173,0.0496277,,,63914,0.0658068,0
486,ASIC,,,341886,0.359463,,,665941,0.354915,,,640654,1.23258,0
487,ASIC320k,,,174996,0.464545,,,300203,0.161008,,,361491,0.862655,0
488,wiki-Talk,,,8705,0.0303275,,,12769,2.21363,,,18161,4.37958,0
489,com-Youtube,,,86986,0.235619,,,158782,1.04653,,,225188,1.12185,0
490,Freescal,,,2881,0.0458597,,,3859,0.0856366,,,4824,0.118734,0
491,roadNet-CA,,,573,0.0349853,,,1250,0.0536046,,,1640,0.101283,0
492,delaunay23,,,9123,0.156849,,,15578,0.289921,,,21036,0.373285,0
493,coPapersDBLP,,,205990,0.0948065,,,396755,0.148475,,,567831,0.19777,0
494,dc1,,,55401,0.183256,,,120772,0.215471,,,93931,0.337773,0
495,channel,,,28343,0.339047,,,112361,0.560932,,,95837,0.684185,0
496,as-Skitter,,,178517,0.231039,,,350915,0.300063,,,369261,0.681849,0
497,ASIC_100k,,,50699,0.0459598,,,84464,0.0756599,,,105272,0.150115,0
498,dc2,,,55401,0.189441,,,120772,0.211324,,,93931,0.338115,0
499,tran5,,,55401,0.187294,,,120772,0.215629,,,93931,0.336378,0
