dataset,BiPart,Policy,Mt-KaHyPar-SDet,gHyPart-B,gHyPart,best,self_speedup,mt_speedup,gHyPart-B_speedup,gHyPart_speedup,best_speedup
sat_10pipe_d,0.381,RAND,2.664,0.0885933,0.0200104,0.0200104,1,0.143026883,2.863133215,19.39790136,19.39790136
sat_10pipe,5.624,RAND,1.663,0.12474,0.0869863,0.0831705,1,3.382846167,48.33566818,66.52456464,66.52456464
sat_10pipe_p,2.386,RAND,1.417,0.0602801,0.0555249,0.0547956,1,1.684045086,40.08029497,42.98696338,43.11965071
sat_11pipe_d,1.649,RAND,4.736,1.31043,0.0639058,0.0637088,1,0.348194745,0.494123852,25.4523621,25.68996004
sat_11pipe,8.696,RAND,3.142,0.181381,0.15711,0.148431,1,2.767999915,48.37937979,58.24514401,58.24514401
sat_11pipe_p,12.898,RAND,3.757,0.207551,0.191315,0.18241,1,3.432823136,66.66046473,69.46247099,71.00976123
sat_11pipe_kd,0.667,RAND,3.551,0.12541,0.0366226,0.0366226,1,0.187832162,3.603613338,18.72096776,18.72096776
sat_11pipe_k,4.702,RAND,1.96,0.129431,0.118884,0.118884,1,2.398968268,37.91415693,38.62805504,39.5834561
sat_11pipe_kp,3.3,RAND,2.006,0.0710609,0.0619661,0.0619661,1,1.645389389,47.03608523,53.59300498,53.59300498
sat_6s10_d,0.078,RAND,0.119,0.0172543,0.00994335,0.00935685,1,0.657184921,4.656243844,8.541533205,8.541533205
sat_6s10,0.182,RAND,0.186,0.0146593,0.0138077,0.0125761,1,0.976170739,11.94319763,13.03855688,13.50980203
sat_6s10_p,0.231,RAND,0.129,0.0157068,0.0151108,0.0140945,1,1.791091853,15.47469118,15.38645992,16.94380671
sat_6s11_d,0.109,RAND,0.115,0.0181917,0.0121579,0.00998501,1,0.944237819,5.795621913,10.62833964,10.62833964
sat_6s11,0.165,RAND,0.182,0.015468,0.0158113,0.0154571,1,0.906037637,10.318175,10.44297188,11.0694423
sat_6s11_p,0.267,RAND,0.127,0.0175569,0.0120296,0.0120296,1,2.102042578,14.85652602,20.22282983,22.21334798
sat_6s12_d,0.078,RAND,0.116,0.0191163,0.0115406,0.0109196,1,0.671609437,4.262760957,6.943949861,6.943949861
sat_6s12,0.127,RAND,0.186,0.0105837,0.0129799,0.0100453,1,0.68448814,12.12676769,9.757221881,12.12676769
sat_6s12_p,0.303,RAND,0.137,0.0185566,0.00945571,0.00945571,1,2.21053684,16.56135902,30.5095088,30.63539632
sat_130_d,0.116,RAND,0.146,0.0183317,0.00878471,0.00878471,1,0.794536303,6.246297991,11.96011919,12.1540038
sat_130,0.149,RAND,0.207,0.00759322,0.00697171,0.00695513,1,0.719950472,19.21839187,21.78540933,21.78540933
sat_130_p,0.132,RAND,0.147,0.00699898,0.00749607,0.00699898,1,0.898388503,18.98182634,17.32242545,19.0696606
sat_131_d,0.151,RAND,0.152,0.0260397,0.0103486,0.00880449,1,0.996616454,6.041280752,14.78956699,15.35109791
sat_131,0.281,RAND,0.212,0.0174953,0.0100418,0.00964777,1,1.325379697,16.96460375,26.85962263,28.14974059
sat_131_p,0.361,RAND,0.146,0.0165081,0.00915462,0.00868909,1,2.478459186,21.17811321,36.19914947,41.51477167
sat_133_d,0.085,RAND,0.142,0.0183993,0.0106871,0.0106871,1,0.599535264,4.275008801,7.593285749,7.662006364
sat_133,0.252,RAND,0.199,0.015785,0.0125399,0.0125399,1,1.26531284,15.01760994,19.85706068,20.62361895
sat_133_p,0.36,RAND,0.154,0.01663,0.0165039,0.0165039,1,2.343146045,18.82392311,20.09478038,22.26221175
sat_153_d,0.107,RAND,0.196,0.0170673,0.0114753,0.0111217,1,0.546426589,6.246278502,9.193229659,9.27024943
sat_153,0.18,RAND,0.24,0.00797248,0.00896223,0.00797248,1,0.750594042,22.65441818,19.60929568,22.65441818
sat_153_p,0.175,RAND,0.172,0.0101962,0.0114423,0.00945114,1,1.016717479,17.59906514,15.30844326,18.59632792
sat_16_d,0.091,RAND,0.115,0.0162891,0.0136826,0.0124854,1,0.7912846,5.323162778,6.496937158,7.503855002
sat_16,0.215,RAND,0.168,0.0171555,0.0197578,0.0171555,1,1.282098269,11.78870258,11.34756265,12.2239658
sat_16_p,0.246,RAND,0.131,0.0149528,0.0166017,0.0146016,1,1.878267785,14.8069677,14.87906226,16.59807031
sat_184_d,0.087,RAND,0.123,0.0192461,0.0100792,0.0100792,1,0.71005701,4.357385769,8.407746724,8.809502111
sat_184,0.157,RAND,0.194,0.0118406,0.00972022,0.00972022,1,0.807775002,12.95336788,15.3832587,15.3832587
sat_184_p,0.21,RAND,0.15,0.0107971,0.0109063,0.0107971,1,1.404571741,17.44765703,17.78651105,19.52689132
sat_9_d,0.084,RAND,0.121,0.0196709,0.0112077,0.0105924,1,0.693390481,3.858361391,8.128350525,8.128350525
sat_9,0.13,RAND,0.194,0.0105092,0.0168571,0.0100037,1,0.671596023,11.85720279,7.183114156,11.85720279
sat_9_p,0.246,RAND,0.13,0.0168941,0.0156618,0.0151416,1,1.885295148,15.25590856,16.70945918,16.70945918
sat_9dlx_d,0.436,RAND,1.146,0.234523,0.0173192,0.01654,1,0.380404793,0.884332907,25.99586213,25.99586213
sat_9dlx,1.254,RAND,0.982,0.044995,0.0401538,0.0401538,1,1.276719482,28.48964013,30.59954613,32.21182744
sat_9dlx_p,1.655,RAND,1.273,0.0425386,0.0430139,0.042077,1,1.300356557,38.32926109,38.12116773,39.85186184
sat_bug7,20.276,RAND,10.859,0.369501,0.273901,0.271981,1,1.867238256,54.70788375,74.597872,75.40125247
sat_bug8_d,4.864,RAND,24.688,12.636,0.201947,0.201947,1,0.197020545,0.113844886,24.64769105,24.64769105
sat_bug8,23.432,RAND,11.131,0.386323,0.287882,0.286351,1,2.105200875,61.43616742,82.40345763,82.40345763
sat_bug8_p,18.96,RAND,11.544,0.373059,0.461694,0.373059,1,1.642429354,50.31299673,41.70130778,51.47166615
sat_aaai_d,0.118,RAND,0.29,0.0086001,0.00808094,0.00808094,1,0.407553175,12.31629927,13.92548919,14.10627765
sat_aaai,0.373,RAND,0.245,0.0129556,0.0127634,0.0127634,1,1.523898966,28.89882313,28.60166242,28.89882313
sat_aaai_p,0.396,RAND,0.226,0.0130466,0.0145277,0.0130466,1,1.751867915,28.69814767,26.22308161,29.84444712
sat_ACG_10p_d,0.517,RAND,1.261,0.0168093,0.0189898,0.0168093,1,0.410124862,29.30822388,27.36970274,30.04032492
sat_ACG_10p,1.065,RAND,1.22,0.028477,0.022856,0.0203915,1,0.872604375,37.46873208,53.66834475,53.66834475
sat_ACG_10p_p,0.944,RAND,0.897,0.0242361,0.0303146,0.0242361,1,1.051931378,37.93084051,30.96980772,39.14770795
sat_ACG_5p0_d,0.506,RAND,1.06,0.0209567,0.0168246,0.0168246,1,0.477573674,24.50398795,29.58597181,30.79619734
sat_ACG_5p0,0.95,RAND,1.028,0.0304015,0.0253615,0.0253615,1,0.923684233,32.75003792,38.01079507,38.01079507
sat_ACG_5p0_p,0.827,RAND,0.769,0.0250802,0.0250685,0.0233039,1,1.074948017,33.02188149,35.80303568,35.80303568
sat_ACG_5p1_d,0.447,RAND,1.06,0.0169213,0.015892,0.0157668,1,0.421848617,26.45549617,27.27089701,28.18215634
sat_ACG_5p1,0.938,RAND,1.057,0.0288576,0.0270814,0.0268473,1,0.887275907,33.17383016,31.20155941,35.66784038
sat_ACG_5p1_p,0.829,RAND,0.776,0.0255546,0.0269414,0.0255546,1,1.068217879,31.4642052,33.1735348,33.1735348
sat_01_d,0.047,RAND,0.063,0.00986602,0.00868939,0.00850348,1,0.751172232,4.685007974,5.025313681,5.971036661
sat_01,0.087,RAND,0.092,0.0120239,0.0101974,0.0101974,1,0.94832049,6.560838581,7.637809792,8.417019795
sat_01_p,0.07,RAND,0.071,0.00931443,0.00871405,0.00784928,1,0.987694637,7.344470348,8.873755614,8.873755614
sat_27_d,0.056,RAND,0.057,0.0187212,0.0101254,0.0096648,1,0.990587316,2.850786766,5.702961263,5.728829927
sat_27,0.11,RAND,0.087,0.0141435,0.0154708,0.0128529,1,1.268812715,8.022170362,7.612930909,8.61360166
sat_27_p,0.102,RAND,0.079,0.00944032,0.0096009,0.00885274,1,1.289169748,11.2181849,11.09080214,11.89333775
sat_enc1_opt1_05_d,0.227,RAND,0.566,0.021485,0.0144527,0.0144527,1,0.40105131,10.08897857,14.48553999,15.03968622
sat_enc1_opt1_05,0.517,RAND,0.283,0.0202884,0.0196618,0.0184406,1,1.826549761,24.30459249,27.32601468,27.86431105
sat_enc1_opt1_05_p,0.327,RAND,0.255,0.014658,0.015564,0.0143673,1,1.282278282,22.15252044,24.04553209,24.69284965
sat_enc1_opt1_10_d,0.146,RAND,0.296,0.0193751,0.0126602,0.0126602,1,0.492554361,8.699538209,10.0204527,10.83930361
sat_enc1_opt1_10,0.668,RAND,0.175,0.028818,0.0288106,0.0288106,1,3.808083774,21.53539639,22.73044348,22.73044348
sat_enc1_opt1_10_p,0.22,RAND,0.155,0.0136361,0.0161272,0.0136361,1,1.419713642,15.80278129,13.27276128,16.20184554
sat_enc1_opt1_15_d,0.22,RAND,0.606,0.0215902,0.0157015,0.0157015,1,0.362900804,9.979360867,13.95363587,14.59137517
sat_enc1_opt1_15,0.549,RAND,0.311,0.0184552,0.0157408,0.0150759,1,1.766544491,28.43425162,34.85161086,34.85161086
sat_enc1_opt1_15_p,0.459,RAND,0.276,0.0250595,0.0234497,0.0224984,1,1.662006254,20.39202445,19.2894425,20.39202445
sat_enc1_opt2_4_d,0.11,RAND,0.474,0.0157887,0.0113148,0.0103082,1,0.232005707,7.182219436,9.225788595,10.99318423
sat_enc1_opt2_4,0.18,RAND,0.163,0.0105252,0.0103004,0.0101373,1,1.102231331,16.64078101,17.38391408,18.09510789
sat_enc1_opt2_4_p,0.195,RAND,0.171,0.0110385,0.0113084,0.0109499,1,1.139482025,16.5454746,17.79115916,18.76190659
sat_enc1_opt2_12_d,0.055,RAND,0.226,0.0109591,0.0091734,0.00837724,1,0.242970131,4.705560261,5.652272213,6.275479875
sat_enc1_opt2_12,0.127,RAND,0.087,0.00818538,0.0107476,0.00818538,1,1.455749986,15.15426324,12.57064803,15.15426324
sat_enc1_opt2_12_p,0.098,RAND,0.091,0.00698397,0.008311,0.00698397,1,1.076782172,12.62896363,12.67979759,12.67979759
sat_enc1_opt2_16_d,0.046,RAND,0.229,0.00951616,0.00812078,0.00685631,1,0.201032983,4.899720822,4.228718514,6.574988458
sat_enc1_opt2_16,0.083,RAND,0.086,0.00765161,0.00840182,0.00765161,1,0.964164111,10.41575163,10.36482951,10.52492759
sat_enc1_opt2_16_p,0.094,RAND,0.093,0.00942893,0.00750632,0.00750632,1,1.009327615,11.3641172,12.78271559,12.78271559
sat_enc2_opt1_05_d,0.224,RAND,0.539,0.0193362,0.0145203,0.0139176,1,0.415755458,11.01624897,15.68528594,15.68528594
sat_enc2_opt1_05,0.377,RAND,0.268,0.0159307,0.015501,0.015501,1,1.406832875,21.98225094,24.2826318,25.44374705
sat_enc2_opt1_05_p,0.355,RAND,0.233,0.0174546,0.0187225,0.016971,1,1.524327217,21.23358136,19.08284103,21.54309225
sat_enc2_opt1_15_d,0.191,RAND,0.575,0.0183031,0.0154587,0.0139733,1,0.332372535,9.761682076,14.06801258,14.06801258
sat_enc2_opt1_15,0.354,RAND,0.288,0.0152629,0.0150974,0.0150974,1,1.22943394,23.5539912,21.66064982,24.62694355
sat_enc2_opt1_15_p,0.303,RAND,0.24,0.0136229,0.016098,0.0136229,1,1.261470293,22.16792017,19.50811228,22.29728238
sat_enc3_opt1_50_d,1.856,RAND,6.082,0.0623579,0.068333,0.0596985,1,0.305167996,30.36112729,25.27171175,32.7335706
sat_enc3_opt1_50,3.743,RAND,4.994,0.099363,0.0779829,0.074573,1,0.749438824,38.66140439,49.17074452,50.82124581
sat_enc3_opt1_50_p,4.468,RAND,3.274,0.123342,0.100078,0.100078,1,1.364549433,35.97915979,43.51637221,45.64222948
sat_enc3_opt2_21_d,1.737,RAND,5.625,0.0692009,0.0613935,0.0613935,1,0.308814423,25.69138976,29.00845203,29.00845203
sat_enc3_opt2_21,3.179,RAND,4.649,0.0798537,0.0627914,0.0624219,1,0.683744782,39.54658884,51.03080951,52.05467788
sat_enc3_opt2_21_p,4.296,RAND,2.969,0.100633,0.0680354,0.0653266,1,1.446763425,43.91721972,60.8147994,66.13137607
sat_enc3_opt2_12_d,1.338,RAND,4.652,0.0527832,0.0495186,0.0472014,1,0.2876023,25.37344284,27.36453736,29.05228325
sat_enc3_opt2_12,2.682,RAND,3.698,0.0658727,0.0575249,0.0555089,1,0.725164431,40.36955756,48.80516512,48.8474764
sat_enc3_opt2_12_p,2.55,RAND,2.439,0.0667963,0.0515356,0.0514925,1,1.04550955,39.7007034,50.34898759,50.75414691
sat_enc3_opt2_14_d,1.356,RAND,4.661,0.052481,0.0505183,0.0478658,1,0.290942302,25.94430775,27.90559841,29.33541018
sat_enc3_opt2_14,2.654,RAND,3.756,0.0667713,0.0590089,0.0585714,1,0.706673915,40.33925097,46.67021881,46.67021881
sat_enc3_opt2_14_p,2.517,RAND,2.45,0.0683127,0.0536061,0.0529453,1,1.027322409,37.86397251,47.27763826,47.67496922
sat_blocks_d,1.755,RAND,7.232,0.123794,0.0775776,0.0775776,1,0.242669234,12.36385668,22.46497768,22.82285563
sat_blocks,6.629,RAND,3.775,0.201082,0.166727,0.160382,1,1.755908288,34.29969938,41.22948322,41.41520161
sat_blocks_p,7.612,RAND,3.418,0.255539,0.228275,0.223174,1,2.22674313,30.04978031,34.71028404,34.97326007
sat_bob-opt_d,0.068,RAND,0.165,0.00982387,0.008012,0.008012,1,0.413082006,6.833415401,8.502518871,8.697142477
sat_bob-opt,0.156,RAND,0.225,0.00928333,0.00887054,0.00887054,1,0.693541994,16.48975415,15.47005157,17.30263078
sat_bob-opt_p,0.268,RAND,0.161,0.0137528,0.0119255,0.0118084,1,1.661062543,20.84986541,23.13755623,23.22014954
sat_bob_d,0.058,RAND,0.114,0.00760653,0.00835192,0.00718232,1,0.510998444,6.582150343,7.179168529,7.6100605
sat_bob,0.129,RAND,0.176,0.0101821,0.0101568,0.00969437,1,0.732738866,12.38384149,12.88376645,13.22762174
sat_bob_p,0.12,RAND,0.127,0.00957296,0.0119535,0.00957296,1,0.945250813,12.70368237,10.59424909,12.70368237
sat_c10_d,0.169,RAND,0.383,0.0250913,0.0140963,0.0140963,1,0.441637678,5.94452945,11.79409876,11.79409876
sat_c10,0.699,RAND,0.522,0.027851,0.0268377,0.0268377,1,1.338172241,24.22641823,26.31341193,26.35339182
sat_c10_p,0.547,RAND,0.346,0.0223573,0.0208847,0.0207604,1,1.580684066,26.52455582,26.32680858,26.52455582
sat_count_d,0.042,RAND,0.069,0.00866669,0.00998643,0.00827074,1,0.612715483,4.605424752,4.574535521,5.134267199
sat_count,0.112,RAND,0.085,0.0126353,0.0122137,0.0113175,1,1.312742391,8.895878508,10.19609271,10.19609271
sat_count_p,0.088,RAND,0.071,0.0098648,0.00877797,0.0085577,1,1.232958361,10.32158784,10.27470834,10.34956843
sat_ctl_d,0.03,RAND,0.177,0.00523501,0.00481943,0.00465171,1,0.169137416,5.853772757,6.244198099,6.435337727
sat_ctl,0.138,RAND,0.102,0.00737107,0.00851821,0.00722553,1,1.352366076,18.48478354,17.51693621,19.5964272
sat_ctl_p,0.159,RAND,0.132,0.0082577,0.00802507,0.0075869,1,1.200631351,20.00616542,20.08788132,20.08788132
sat_ctl_5_d,0.075,RAND,0.328,0.00817334,0.00767377,0.00697293,1,0.228343398,8.346149309,10.43163316,10.90518883
sat_ctl_5,0.244,RAND,0.266,0.0127409,0.01321,0.0121837,1,0.916562051,18.69187516,18.61756919,18.69187516
sat_ctl_5_p,0.413,RAND,0.175,0.0179751,0.0157731,0.0157731,1,2.362551056,23.84361361,25.75808604,26.28681268
sat_dated_11_d,0.263,RAND,0.422,0.0151648,0.0140131,0.0130897,1,0.623915256,17.80057936,19.42593769,20.56937275
sat_dated_11,0.514,RAND,0.449,0.0232273,0.0228422,0.0224597,1,1.145159391,23.48222158,21.29696,23.48222158
sat_dated_11_p,0.543,RAND,0.37,0.016073,0.017728,0.0153562,1,1.468990392,34.03769847,35.5350213,35.5350213
sat_dated_17_d,0.348,RAND,0.718,0.0130835,0.0134804,0.0126574,1,0.484363598,28.17152248,26.31857577,28.17152248
